"Date and Time Run 4","Time (s) Run 4","Voltage (V) Run 4","Date and Time Run 5","Time (s) Run 5","Voltage (V) Run 5","Date and Time Run 6","Time (s) Run 6","Voltage (V) Run 6","Date and Time Run 7","Time (s) Run 7","Voltage (V) Run 7","Date and Time Run 12","Time (s) Run 12","Voltage (V) Run 12","Date and Time Run 13","Time (s) Run 13","Voltage (V) Run 13","Date and Time Run 14","Time (s) Run 14","Voltage (V) Run 14","Date and Time Run 15","Time (s) Run 15","Voltage (V) Run 15","Date and Time Run 16","Time (s) Run 16","Voltage (V) Run 16","Date and Time Run 17","Time (s) Run 17","Voltage (V) Run 17","Date and Time Run 18","Time (s) Run 18","Voltage (V) Run 18","Date and Time Run 19","Time (s) Run 19","Voltage (V) Run 19","Date and Time Run 20","Time (s) Run 20","Voltage (V) Run 20","Date and Time Run 21","Time (s) Run 21","Voltage (V) Run 21","Date and Time Run 22","Time (s) Run 22","Voltage (V) Run 22"
05/14/2024 10:01:27 am,0.095,-0.008,05/14/2024 10:01:54 am,0.095,-0.087,05/14/2024 10:02:19 am,0.095,-0.048,05/14/2024 10:02:38 am,0.095,-0.033,05/14/2024 10:07:12 am,0.095,-0.007,05/14/2024 10:08:50 am,0.095,-0.013,05/14/2024 10:10:52 am,0.095,-0.017,05/14/2024 10:11:46 am,0.095,-0.013,05/14/2024 10:12:16 am,0.095,-0.009,05/14/2024 10:12:34 am,0.095,-0.004,05/14/2024 10:12:46 am,0.095,-0.011,05/14/2024 10:13:05 am,0.095,-0.019,05/14/2024 10:14:09 am,0.095,-0.010,05/14/2024 10:14:24 am,0.095,-0.009,05/14/2024 10:14:37 am,0.095,-0.008
05/14/2024 10:01:27 am,0.096,-0.008,05/14/2024 10:01:54 am,0.095,-0.079,05/14/2024 10:02:19 am,0.096,-0.042,05/14/2024 10:02:38 am,0.096,-0.031,05/14/2024 10:07:12 am,0.096,-0.007,05/14/2024 10:08:50 am,0.096,-0.013,05/14/2024 10:10:52 am,0.095,-0.015,05/14/2024 10:11:46 am,0.096,-0.011,05/14/2024 10:12:16 am,0.095,-0.009,05/14/2024 10:12:34 am,0.096,-0.005,05/14/2024 10:12:46 am,0.096,-0.010,05/14/2024 10:13:05 am,0.095,-0.018,05/14/2024 10:14:09 am,0.096,-0.008,05/14/2024 10:14:24 am,0.096,-0.008,05/14/2024 10:14:37 am,0.096,-0.008
05/14/2024 10:01:27 am,0.096,-0.008,05/14/2024 10:01:54 am,0.096,-0.075,05/14/2024 10:02:19 am,0.096,-0.038,05/14/2024 10:02:38 am,0.096,-0.029,05/14/2024 10:07:12 am,0.096,-0.006,05/14/2024 10:08:50 am,0.096,-0.012,05/14/2024 10:10:52 am,0.096,-0.015,05/14/2024 10:11:46 am,0.096,-0.011,05/14/2024 10:12:16 am,0.096,-0.008,05/14/2024 10:12:34 am,0.096,-0.002,05/14/2024 10:12:46 am,0.096,-0.010,05/14/2024 10:13:05 am,0.096,-0.017,05/14/2024 10:14:09 am,0.096,-0.008,05/14/2024 10:14:24 am,0.096,-0.007,05/14/2024 10:14:37 am,0.096,-0.006
05/14/2024 10:01:27 am,0.097,-0.006,05/14/2024 10:01:54 am,0.096,-0.069,05/14/2024 10:02:19 am,0.097,-0.037,05/14/2024 10:02:38 am,0.097,-0.026,05/14/2024 10:07:12 am,0.097,-0.007,05/14/2024 10:08:50 am,0.097,-0.011,05/14/2024 10:10:52 am,0.096,-0.012,05/14/2024 10:11:46 am,0.097,-0.011,05/14/2024 10:12:16 am,0.096,-0.009,05/14/2024 10:12:34 am,0.097,-0.004,05/14/2024 10:12:46 am,0.097,-0.007,05/14/2024 10:13:05 am,0.096,-0.016,05/14/2024 10:14:09 am,0.097,-0.008,05/14/2024 10:14:24 am,0.097,-0.007,05/14/2024 10:14:37 am,0.097,-0.007
05/14/2024 10:01:27 am,0.097,-0.006,05/14/2024 10:01:54 am,0.097,-0.062,05/14/2024 10:02:19 am,0.097,-0.032,05/14/2024 10:02:38 am,0.097,-0.024,05/14/2024 10:07:12 am,0.097,-0.006,05/14/2024 10:08:50 am,0.097,-0.010,05/14/2024 10:10:52 am,0.097,-0.011,05/14/2024 10:11:46 am,0.097,-0.009,05/14/2024 10:12:16 am,0.097,-0.006,05/14/2024 10:12:34 am,0.097,-0.003,05/14/2024 10:12:46 am,0.097,-0.007,05/14/2024 10:13:05 am,0.097,-0.014,05/14/2024 10:14:09 am,0.097,-0.007,05/14/2024 10:14:24 am,0.097,-0.007,05/14/2024 10:14:37 am,0.097,-0.006
05/14/2024 10:01:27 am,0.098,-0.005,05/14/2024 10:01:54 am,0.097,-0.059,05/14/2024 10:02:19 am,0.098,-0.031,05/14/2024 10:02:38 am,0.098,-0.023,05/14/2024 10:07:12 am,0.098,-0.004,05/14/2024 10:08:50 am,0.098,-0.010,05/14/2024 10:10:52 am,0.097,-0.012,05/14/2024 10:11:46 am,0.098,-0.009,05/14/2024 10:12:16 am,0.097,-0.007,05/14/2024 10:12:34 am,0.098,-0.002,05/14/2024 10:12:46 am,0.098,-0.008,05/14/2024 10:13:05 am,0.097,-0.013,05/14/2024 10:14:09 am,0.098,-0.006,05/14/2024 10:14:24 am,0.098,-0.006,05/14/2024 10:14:37 am,0.098,-0.006
05/14/2024 10:01:27 am,0.098,-0.005,05/14/2024 10:01:54 am,0.098,-0.055,05/14/2024 10:02:19 am,0.098,-0.029,05/14/2024 10:02:38 am,0.098,-0.022,05/14/2024 10:07:12 am,0.098,-0.005,05/14/2024 10:08:50 am,0.098,-0.009,05/14/2024 10:10:52 am,0.098,-0.011,05/14/2024 10:11:46 am,0.098,-0.008,05/14/2024 10:12:16 am,0.098,-0.006,05/14/2024 10:12:34 am,0.098,-0.001,05/14/2024 10:12:46 am,0.098,-0.007,05/14/2024 10:13:05 am,0.098,-0.011,05/14/2024 10:14:09 am,0.098,-0.005,05/14/2024 10:14:24 am,0.098,-0.005,05/14/2024 10:14:37 am,0.098,-0.005
05/14/2024 10:01:27 am,0.099,-0.004,05/14/2024 10:01:54 am,0.098,-0.051,05/14/2024 10:02:19 am,0.099,-0.026,05/14/2024 10:02:38 am,0.099,-0.020,05/14/2024 10:07:12 am,0.099,-0.003,05/14/2024 10:08:50 am,0.099,-0.009,05/14/2024 10:10:52 am,0.098,-0.010,05/14/2024 10:11:46 am,0.099,-0.008,05/14/2024 10:12:16 am,0.098,-0.005,05/14/2024 10:12:34 am,0.099,-0.002,05/14/2024 10:12:46 am,0.099,-0.006,05/14/2024 10:13:05 am,0.098,-0.011,05/14/2024 10:14:09 am,0.099,-0.005,05/14/2024 10:14:24 am,0.099,-0.005,05/14/2024 10:14:37 am,0.099,-0.004
05/14/2024 10:01:27 am,0.099,-0.004,05/14/2024 10:01:54 am,0.099,-0.047,05/14/2024 10:02:19 am,0.099,-0.025,05/14/2024 10:02:38 am,0.099,-0.018,05/14/2024 10:07:12 am,0.099,-0.003,05/14/2024 10:08:50 am,0.099,-0.008,05/14/2024 10:10:52 am,0.099,-0.009,05/14/2024 10:11:46 am,0.099,-0.007,05/14/2024 10:12:16 am,0.099,-0.004,05/14/2024 10:12:34 am,0.099,-0.001,05/14/2024 10:12:46 am,0.099,-0.006,05/14/2024 10:13:05 am,0.099,-0.011,05/14/2024 10:14:09 am,0.099,-0.004,05/14/2024 10:14:24 am,0.099,-0.004,05/14/2024 10:14:37 am,0.099,-0.005
05/14/2024 10:01:27 am,0.100,-0.003,05/14/2024 10:01:54 am,0.099,-0.042,05/14/2024 10:02:19 am,0.100,-0.023,05/14/2024 10:02:38 am,0.100,-0.018,05/14/2024 10:07:12 am,0.100,-0.003,05/14/2024 10:08:50 am,0.100,-0.007,05/14/2024 10:10:52 am,0.099,-0.009,05/14/2024 10:11:46 am,0.100,-0.006,05/14/2024 10:12:16 am,0.099,-0.005,05/14/2024 10:12:34 am,0.100,4.659E-4,05/14/2024 10:12:46 am,0.100,-0.004,05/14/2024 10:13:05 am,0.099,-0.010,05/14/2024 10:14:09 am,0.100,-0.003,05/14/2024 10:14:24 am,0.100,-0.004,05/14/2024 10:14:37 am,0.100,-0.004
05/14/2024 10:01:27 am,0.100,-0.002,05/14/2024 10:01:54 am,0.100,-0.040,05/14/2024 10:02:19 am,0.100,-0.022,05/14/2024 10:02:38 am,0.100,-0.016,05/14/2024 10:07:12 am,0.100,-0.002,05/14/2024 10:08:50 am,0.100,-0.007,05/14/2024 10:10:52 am,0.100,-0.008,05/14/2024 10:11:46 am,0.100,-0.006,05/14/2024 10:12:16 am,0.100,-0.004,05/14/2024 10:12:34 am,0.100,-7.766E-4,05/14/2024 10:12:46 am,0.100,-0.004,05/14/2024 10:13:05 am,0.100,-0.009,05/14/2024 10:14:09 am,0.100,-0.003,05/14/2024 10:14:24 am,0.100,-0.004,05/14/2024 10:14:37 am,0.100,-0.004
05/14/2024 10:01:27 am,0.101,-0.002,05/14/2024 10:01:54 am,0.100,-0.036,05/14/2024 10:02:19 am,0.101,-0.020,05/14/2024 10:02:38 am,0.101,-0.014,05/14/2024 10:07:12 am,0.101,-0.001,05/14/2024 10:08:50 am,0.101,-0.005,05/14/2024 10:10:52 am,0.100,-0.006,05/14/2024 10:11:46 am,0.101,-0.005,05/14/2024 10:12:16 am,0.100,-0.003,05/14/2024 10:12:34 am,0.101,3.106E-4,05/14/2024 10:12:46 am,0.101,-0.003,05/14/2024 10:13:05 am,0.100,-0.008,05/14/2024 10:14:09 am,0.101,-0.003,05/14/2024 10:14:24 am,0.101,-0.002,05/14/2024 10:14:37 am,0.101,-0.002
05/14/2024 10:01:27 am,0.101,-0.002,05/14/2024 10:01:54 am,0.101,-0.035,05/14/2024 10:02:19 am,0.101,-0.019,05/14/2024 10:02:38 am,0.101,-0.014,05/14/2024 10:07:12 am,0.101,-0.001,05/14/2024 10:08:50 am,0.101,-0.005,05/14/2024 10:10:52 am,0.101,-0.008,05/14/2024 10:11:46 am,0.101,-0.006,05/14/2024 10:12:16 am,0.101,-0.003,05/14/2024 10:12:34 am,0.101,7.766E-4,05/14/2024 10:12:46 am,0.101,-0.004,05/14/2024 10:13:05 am,0.101,-0.008,05/14/2024 10:14:09 am,0.101,-0.003,05/14/2024 10:14:24 am,0.101,-0.004,05/14/2024 10:14:37 am,0.101,-0.002
05/14/2024 10:01:27 am,0.102,-0.002,05/14/2024 10:01:54 am,0.101,-0.032,05/14/2024 10:02:19 am,0.102,-0.016,05/14/2024 10:02:38 am,0.102,-0.013,05/14/2024 10:07:12 am,0.102,-7.766E-4,05/14/2024 10:08:50 am,0.102,-0.005,05/14/2024 10:10:52 am,0.101,-0.006,05/14/2024 10:11:46 am,0.102,-0.004,05/14/2024 10:12:16 am,0.101,-0.002,05/14/2024 10:12:34 am,0.102,0.002,05/14/2024 10:12:46 am,0.102,-0.003,05/14/2024 10:13:05 am,0.101,-0.007,05/14/2024 10:14:09 am,0.102,-0.002,05/14/2024 10:14:24 am,0.102,-0.003,05/14/2024 10:14:37 am,0.102,-9.319E-4
05/14/2024 10:01:27 am,0.102,-0.001,05/14/2024 10:01:54 am,0.102,-0.030,05/14/2024 10:02:19 am,0.102,-0.017,05/14/2024 10:02:38 am,0.102,-0.012,05/14/2024 10:07:12 am,0.102,-1.553E-4,05/14/2024 10:08:50 am,0.102,-0.004,05/14/2024 10:10:52 am,0.102,-0.006,05/14/2024 10:11:46 am,0.102,-0.002,05/14/2024 10:12:16 am,0.102,-0.003,05/14/2024 10:12:34 am,0.102,0.003,05/14/2024 10:12:46 am,0.102,-0.002,05/14/2024 10:13:05 am,0.102,-0.006,05/14/2024 10:14:09 am,0.102,-9.319E-4,05/14/2024 10:14:24 am,0.102,-0.002,05/14/2024 10:14:37 am,0.102,-0.002
05/14/2024 10:01:27 am,0.103,-0.001,05/14/2024 10:01:54 am,0.102,-0.028,05/14/2024 10:02:19 am,0.103,-0.014,05/14/2024 10:02:38 am,0.103,-0.011,05/14/2024 10:07:12 am,0.103,-4.659E-4,05/14/2024 10:08:50 am,0.103,-0.005,05/14/2024 10:10:52 am,0.102,-0.006,05/14/2024 10:11:46 am,0.103,-0.003,05/14/2024 10:12:16 am,0.102,-7.766E-4,05/14/2024 10:12:34 am,0.103,0.004,05/14/2024 10:12:46 am,0.103,-0.002,05/14/2024 10:13:05 am,0.102,-0.007,05/14/2024 10:14:09 am,0.103,-3.106E-4,05/14/2024 10:14:24 am,0.103,-0.001,05/14/2024 10:14:37 am,0.103,-9.319E-4
05/14/2024 10:01:27 am,0.103,3.106E-4,05/14/2024 10:01:54 am,0.103,-0.026,05/14/2024 10:02:19 am,0.103,-0.014,05/14/2024 10:02:38 am,0.103,-0.011,05/14/2024 10:07:12 am,0.103,6.213E-4,05/14/2024 10:08:50 am,0.103,-0.002,05/14/2024 10:10:52 am,0.103,-0.004,05/14/2024 10:11:46 am,0.103,-0.003,05/14/2024 10:12:16 am,0.103,-9.319E-4,05/14/2024 10:12:34 am,0.103,0.004,05/14/2024 10:12:46 am,0.103,-0.002,05/14/2024 10:13:05 am,0.103,-0.005,05/14/2024 10:14:09 am,0.103,-0.001,05/14/2024 10:14:24 am,0.103,-7.766E-4,05/14/2024 10:14:37 am,0.103,-4.659E-4
05/14/2024 10:01:27 am,0.104,1.553E-4,05/14/2024 10:01:54 am,0.103,-0.024,05/14/2024 10:02:19 am,0.104,-0.013,05/14/2024 10:02:38 am,0.104,-0.009,05/14/2024 10:07:12 am,0.104,9.319E-4,05/14/2024 10:08:50 am,0.104,-0.003,05/14/2024 10:10:52 am,0.103,-0.005,05/14/2024 10:11:46 am,0.104,-0.002,05/14/2024 10:12:16 am,0.103,-4.659E-4,05/14/2024 10:12:34 am,0.104,0.006,05/14/2024 10:12:46 am,0.104,-0.002,05/14/2024 10:13:05 am,0.103,-0.005,05/14/2024 10:14:09 am,0.104,-7.766E-4,05/14/2024 10:14:24 am,0.104,6.213E-4,05/14/2024 10:14:37 am,0.104,3.106E-4
05/14/2024 10:01:27 am,0.104,0.001,05/14/2024 10:01:54 am,0.104,-0.022,05/14/2024 10:02:19 am,0.104,-0.011,05/14/2024 10:02:38 am,0.104,-0.010,05/14/2024 10:07:12 am,0.104,0.003,05/14/2024 10:08:50 am,0.104,-0.002,05/14/2024 10:10:52 am,0.104,-0.003,05/14/2024 10:11:46 am,0.104,-0.002,05/14/2024 10:12:16 am,0.104,-7.766E-4,05/14/2024 10:12:34 am,0.104,0.005,05/14/2024 10:12:46 am,0.104,-6.213E-4,05/14/2024 10:13:05 am,0.104,-0.004,05/14/2024 10:14:09 am,0.104,0.000,05/14/2024 10:14:24 am,0.104,0.000,05/14/2024 10:14:37 am,0.104,-3.106E-4
05/14/2024 10:01:27 am,0.105,0.001,05/14/2024 10:01:54 am,0.104,-0.021,05/14/2024 10:02:19 am,0.105,-0.011,05/14/2024 10:02:38 am,0.105,-0.008,05/14/2024 10:07:12 am,0.105,0.004,05/14/2024 10:08:50 am,0.105,-0.002,05/14/2024 10:10:52 am,0.104,-0.003,05/14/2024 10:11:46 am,0.105,-0.002,05/14/2024 10:12:16 am,0.104,-1.553E-4,05/14/2024 10:12:34 am,0.105,0.005,05/14/2024 10:12:46 am,0.105,6.213E-4,05/14/2024 10:13:05 am,0.104,-0.004,05/14/2024 10:14:09 am,0.105,1.553E-4,05/14/2024 10:14:24 am,0.105,0.000,05/14/2024 10:14:37 am,0.105,0.002
05/14/2024 10:01:27 am,0.105,0.002,05/14/2024 10:01:54 am,0.105,-0.019,05/14/2024 10:02:19 am,0.105,-0.011,05/14/2024 10:02:38 am,0.105,-0.009,05/14/2024 10:07:12 am,0.105,0.003,05/14/2024 10:08:50 am,0.105,-0.001,05/14/2024 10:10:52 am,0.105,-0.002,05/14/2024 10:11:46 am,0.105,-7.766E-4,05/14/2024 10:12:16 am,0.105,0.002,05/14/2024 10:12:34 am,0.105,0.007,05/14/2024 10:12:46 am,0.105,3.106E-4,05/14/2024 10:13:05 am,0.105,-0.004,05/14/2024 10:14:09 am,0.105,0.001,05/14/2024 10:14:24 am,0.105,0.001,05/14/2024 10:14:37 am,0.105,9.319E-4
05/14/2024 10:01:27 am,0.106,0.004,05/14/2024 10:01:54 am,0.105,-0.017,05/14/2024 10:02:19 am,0.106,-0.009,05/14/2024 10:02:38 am,0.106,-0.008,05/14/2024 10:07:12 am,0.106,0.004,05/14/2024 10:08:50 am,0.106,-0.001,05/14/2024 10:10:52 am,0.105,-0.003,05/14/2024 10:11:46 am,0.106,-7.766E-4,05/14/2024 10:12:16 am,0.105,0.002,05/14/2024 10:12:34 am,0.106,0.009,05/14/2024 10:12:46 am,0.106,0.000,05/14/2024 10:13:05 am,0.105,-0.004,05/14/2024 10:14:09 am,0.106,0.002,05/14/2024 10:14:24 am,0.106,0.002,05/14/2024 10:14:37 am,0.106,6.213E-4
05/14/2024 10:01:27 am,0.106,0.003,05/14/2024 10:01:54 am,0.106,-0.017,05/14/2024 10:02:19 am,0.106,-0.010,05/14/2024 10:02:38 am,0.106,-0.007,05/14/2024 10:07:12 am,0.106,0.005,05/14/2024 10:08:50 am,0.106,1.553E-4,05/14/2024 10:10:52 am,0.106,-0.001,05/14/2024 10:11:46 am,0.106,4.659E-4,05/14/2024 10:12:16 am,0.106,0.002,05/14/2024 10:12:34 am,0.106,0.009,05/14/2024 10:12:46 am,0.106,0.001,05/14/2024 10:13:05 am,0.106,-0.003,05/14/2024 10:14:09 am,0.106,0.002,05/14/2024 10:14:24 am,0.106,0.002,05/14/2024 10:14:37 am,0.106,7.766E-4
05/14/2024 10:01:27 am,0.107,0.005,05/14/2024 10:01:54 am,0.106,-0.016,05/14/2024 10:02:19 am,0.107,-0.008,05/14/2024 10:02:38 am,0.107,-0.008,05/14/2024 10:07:12 am,0.107,0.006,05/14/2024 10:08:50 am,0.107,4.659E-4,05/14/2024 10:10:52 am,0.106,-0.002,05/14/2024 10:11:46 am,0.107,7.766E-4,05/14/2024 10:12:16 am,0.106,0.003,05/14/2024 10:12:34 am,0.107,0.011,05/14/2024 10:12:46 am,0.107,0.002,05/14/2024 10:13:05 am,0.106,-0.001,05/14/2024 10:14:09 am,0.107,0.003,05/14/2024 10:14:24 am,0.107,0.002,05/14/2024 10:14:37 am,0.107,0.002
05/14/2024 10:01:27 am,0.107,0.005,05/14/2024 10:01:54 am,0.107,-0.015,05/14/2024 10:02:19 am,0.107,-0.008,05/14/2024 10:02:38 am,0.107,-0.005,05/14/2024 10:07:12 am,0.107,0.006,05/14/2024 10:08:50 am,0.107,0.000,05/14/2024 10:10:52 am,0.107,-0.001,05/14/2024 10:11:46 am,0.107,0.002,05/14/2024 10:12:16 am,0.107,0.003,05/14/2024 10:12:34 am,0.107,0.011,05/14/2024 10:12:46 am,0.107,0.002,05/14/2024 10:13:05 am,0.107,-0.001,05/14/2024 10:14:09 am,0.107,0.003,05/14/2024 10:14:24 am,0.107,0.004,05/14/2024 10:14:37 am,0.107,0.002
05/14/2024 10:01:27 am,0.108,0.006,05/14/2024 10:01:54 am,0.107,-0.014,05/14/2024 10:02:19 am,0.108,-0.007,05/14/2024 10:02:38 am,0.108,-0.006,05/14/2024 10:07:12 am,0.108,0.006,05/14/2024 10:08:50 am,0.108,0.002,05/14/2024 10:10:52 am,0.107,-7.766E-4,05/14/2024 10:11:46 am,0.108,0.002,05/14/2024 10:12:16 am,0.107,0.005,05/14/2024 10:12:34 am,0.108,0.013,05/14/2024 10:12:46 am,0.108,0.003,05/14/2024 10:13:05 am,0.107,-0.002,05/14/2024 10:14:09 am,0.108,0.003,05/14/2024 10:14:24 am,0.108,0.004,05/14/2024 10:14:37 am,0.108,0.003
05/14/2024 10:01:27 am,0.108,0.007,05/14/2024 10:01:54 am,0.108,-0.013,05/14/2024 10:02:19 am,0.108,-0.007,05/14/2024 10:02:38 am,0.108,-0.004,05/14/2024 10:07:12 am,0.108,0.007,05/14/2024 10:08:50 am,0.108,0.001,05/14/2024 10:10:52 am,0.108,-9.319E-4,05/14/2024 10:11:46 am,0.108,0.002,05/14/2024 10:12:16 am,0.108,0.004,05/14/2024 10:12:34 am,0.108,0.014,05/14/2024 10:12:46 am,0.108,0.004,05/14/2024 10:13:05 am,0.108,-7.766E-4,05/14/2024 10:14:09 am,0.108,0.005,05/14/2024 10:14:24 am,0.108,0.004,05/14/2024 10:14:37 am,0.108,0.004
05/14/2024 10:01:27 am,0.109,0.008,05/14/2024 10:01:54 am,0.108,-0.012,05/14/2024 10:02:19 am,0.109,-0.006,05/14/2024 10:02:38 am,0.109,-0.004,05/14/2024 10:07:12 am,0.109,0.010,05/14/2024 10:08:50 am,0.109,0.002,05/14/2024 10:10:52 am,0.108,0.002,05/14/2024 10:11:46 am,0.109,0.004,05/14/2024 10:12:16 am,0.108,0.006,05/14/2024 10:12:34 am,0.109,0.016,05/14/2024 10:12:46 am,0.109,0.004,05/14/2024 10:13:05 am,0.108,-7.766E-4,05/14/2024 10:14:09 am,0.109,0.005,05/14/2024 10:14:24 am,0.109,0.006,05/14/2024 10:14:37 am,0.109,0.004
05/14/2024 10:01:27 am,0.109,0.008,05/14/2024 10:01:54 am,0.109,-0.011,05/14/2024 10:02:19 am,0.109,-0.005,05/14/2024 10:02:38 am,0.109,-0.003,05/14/2024 10:07:12 am,0.109,0.010,05/14/2024 10:08:50 am,0.109,0.002,05/14/2024 10:10:52 am,0.109,0.002,05/14/2024 10:11:46 am,0.109,0.003,05/14/2024 10:12:16 am,0.109,0.005,05/14/2024 10:12:34 am,0.109,0.017,05/14/2024 10:12:46 am,0.109,0.005,05/14/2024 10:13:05 am,0.109,-1.553E-4,05/14/2024 10:14:09 am,0.109,0.005,05/14/2024 10:14:24 am,0.109,0.006,05/14/2024 10:14:37 am,0.109,0.005
05/14/2024 10:01:27 am,0.110,0.010,05/14/2024 10:01:54 am,0.109,-0.011,05/14/2024 10:02:19 am,0.110,-0.006,05/14/2024 10:02:38 am,0.110,-0.003,05/14/2024 10:07:12 am,0.110,0.012,05/14/2024 10:08:50 am,0.110,0.003,05/14/2024 10:10:52 am,0.109,0.002,05/14/2024 10:11:46 am,0.110,0.004,05/14/2024 10:12:16 am,0.109,0.007,05/14/2024 10:12:34 am,0.110,0.020,05/14/2024 10:12:46 am,0.110,0.006,05/14/2024 10:13:05 am,0.109,0.000,05/14/2024 10:14:09 am,0.110,0.007,05/14/2024 10:14:24 am,0.110,0.007,05/14/2024 10:14:37 am,0.110,0.006
05/14/2024 10:01:27 am,0.110,0.011,05/14/2024 10:01:54 am,0.110,-0.009,05/14/2024 10:02:19 am,0.110,-0.004,05/14/2024 10:02:38 am,0.110,-0.004,05/14/2024 10:07:12 am,0.110,0.012,05/14/2024 10:08:50 am,0.110,0.004,05/14/2024 10:10:52 am,0.110,0.002,05/14/2024 10:11:46 am,0.110,0.005,05/14/2024 10:12:16 am,0.110,0.006,05/14/2024 10:12:34 am,0.110,0.021,05/14/2024 10:12:46 am,0.110,0.006,05/14/2024 10:13:05 am,0.110,1.553E-4,05/14/2024 10:14:09 am,0.110,0.007,05/14/2024 10:14:24 am,0.110,0.008,05/14/2024 10:14:37 am,0.110,0.006
05/14/2024 10:01:27 am,0.111,0.012,05/14/2024 10:01:54 am,0.110,-0.009,05/14/2024 10:02:19 am,0.111,-0.005,05/14/2024 10:02:38 am,0.111,-0.003,05/14/2024 10:07:12 am,0.111,0.013,05/14/2024 10:08:50 am,0.111,0.004,05/14/2024 10:10:52 am,0.110,0.003,05/14/2024 10:11:46 am,0.111,0.005,05/14/2024 10:12:16 am,0.110,0.008,05/14/2024 10:12:34 am,0.111,0.023,05/14/2024 10:12:46 am,0.111,0.007,05/14/2024 10:13:05 am,0.110,0.001,05/14/2024 10:14:09 am,0.111,0.009,05/14/2024 10:14:24 am,0.111,0.009,05/14/2024 10:14:37 am,0.111,0.008
05/14/2024 10:01:27 am,0.111,0.014,05/14/2024 10:01:54 am,0.111,-0.008,05/14/2024 10:02:19 am,0.111,-0.003,05/14/2024 10:02:38 am,0.111,-0.002,05/14/2024 10:07:12 am,0.111,0.015,05/14/2024 10:08:50 am,0.111,0.005,05/14/2024 10:10:52 am,0.111,0.002,05/14/2024 10:11:46 am,0.111,0.006,05/14/2024 10:12:16 am,0.111,0.008,05/14/2024 10:12:34 am,0.111,0.026,05/14/2024 10:12:46 am,0.111,0.007,05/14/2024 10:13:05 am,0.111,0.001,05/14/2024 10:14:09 am,0.111,0.008,05/14/2024 10:14:24 am,0.111,0.009,05/14/2024 10:14:37 am,0.111,0.008
05/14/2024 10:01:27 am,0.112,0.015,05/14/2024 10:01:54 am,0.111,-0.008,05/14/2024 10:02:19 am,0.112,-0.003,05/14/2024 10:02:38 am,0.112,-0.001,05/14/2024 10:07:12 am,0.112,0.017,05/14/2024 10:08:50 am,0.112,0.005,05/14/2024 10:10:52 am,0.111,0.003,05/14/2024 10:11:46 am,0.112,0.007,05/14/2024 10:12:16 am,0.111,0.010,05/14/2024 10:12:34 am,0.112,0.029,05/14/2024 10:12:46 am,0.112,0.008,05/14/2024 10:13:05 am,0.111,0.002,05/14/2024 10:14:09 am,0.112,0.010,05/14/2024 10:14:24 am,0.112,0.010,05/14/2024 10:14:37 am,0.112,0.010
05/14/2024 10:01:27 am,0.112,0.017,05/14/2024 10:01:54 am,0.112,-0.006,05/14/2024 10:02:19 am,0.112,-0.002,05/14/2024 10:02:38 am,0.112,-0.001,05/14/2024 10:07:12 am,0.112,0.020,05/14/2024 10:08:50 am,0.112,0.006,05/14/2024 10:10:52 am,0.112,0.004,05/14/2024 10:11:46 am,0.112,0.007,05/14/2024 10:12:16 am,0.112,0.012,05/14/2024 10:12:34 am,0.112,0.032,05/14/2024 10:12:46 am,0.112,0.010,05/14/2024 10:13:05 am,0.112,0.003,05/14/2024 10:14:09 am,0.112,0.011,05/14/2024 10:14:24 am,0.112,0.012,05/14/2024 10:14:37 am,0.112,0.009
05/14/2024 10:01:27 am,0.113,0.019,05/14/2024 10:01:54 am,0.112,-0.007,05/14/2024 10:02:19 am,0.113,-0.002,05/14/2024 10:02:38 am,0.113,-6.213E-4,05/14/2024 10:07:12 am,0.113,0.020,05/14/2024 10:08:50 am,0.113,0.008,05/14/2024 10:10:52 am,0.112,0.005,05/14/2024 10:11:46 am,0.113,0.008,05/14/2024 10:12:16 am,0.112,0.013,05/14/2024 10:12:34 am,0.113,0.035,05/14/2024 10:12:46 am,0.113,0.010,05/14/2024 10:13:05 am,0.112,0.001,05/14/2024 10:14:09 am,0.113,0.012,05/14/2024 10:14:24 am,0.113,0.013,05/14/2024 10:14:37 am,0.113,0.011
05/14/2024 10:01:27 am,0.113,0.022,05/14/2024 10:01:54 am,0.113,-0.006,05/14/2024 10:02:19 am,0.113,-0.002,05/14/2024 10:02:38 am,0.113,-6.213E-4,05/14/2024 10:07:12 am,0.113,0.023,05/14/2024 10:08:50 am,0.113,0.008,05/14/2024 10:10:52 am,0.113,0.004,05/14/2024 10:11:46 am,0.113,0.009,05/14/2024 10:12:16 am,0.113,0.014,05/14/2024 10:12:34 am,0.113,0.041,05/14/2024 10:12:46 am,0.113,0.012,05/14/2024 10:13:05 am,0.113,0.003,05/14/2024 10:14:09 am,0.113,0.013,05/14/2024 10:14:24 am,0.113,0.016,05/14/2024 10:14:37 am,0.113,0.012
